Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,3000.0 um
Duration,30 sec
Resolution,0.333 um/sample
Force,3.00 mg
Measurement Range,6.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 2970.3 um Width: 2472.1 um
M. Cursor,Pos: 55.9 um Width: 2506.9 um

Scan Data
Lateral um,Raw Angstrom,
822.0,-515.5,,
822.3,-496.6,,
822.7,-480.4,,
823.0,-463.9,,
823.3,-446.2,,
823.7,-431.0,,
824.0,-413.7,,
824.3,-396.3,,
824.7,-377.8,,
825.0,-363.0,,
825.3,-345.3,,
825.7,-329.0,,
826.0,-310.5,,
826.3,-294.6,,
826.7,-277.8,,
827.0,-264.8,,
827.3,-249.6,,
827.7,-234.1,,
828.0,-219.6,,
828.3,-199.8,,
828.7,-183.2,,
829.0,-166.7,,
829.3,-146.1,,
829.7,-122.8,,
830.0,-107.3,,
830.3,-88.6,,
830.7,-67.8,,
831.0,-52.6,,
831.3,-37.9,,
831.7,-15.2,,
832.0,1.8,,
832.3,11.1,,
832.7,32.9,,
833.0,45.8,,
833.3,59.6,,
833.7,77.6,,
834.0,98.1,,
834.3,114.0,,
834.7,135.9,,
835.0,153.3,,
835.3,173.0,,
835.7,194.9,,
836.0,219.0,,
836.3,236.1,,
836.7,254.5,,
837.0,269.6,,
837.3,285.7,,
837.7,302.7,,
838.0,317.9,,
838.3,340.3,,
838.7,355.1,,
839.0,374.3,,
839.3,387.2,,
839.7,413.6,,
840.0,431.2,,
840.3,459.3,,
840.7,479.7,,
841.0,501.7,,
841.3,517.1,,
841.7,543.4,,
842.0,566.1,,
842.3,593.2,,
842.7,615.1,,
843.0,636.3,,
843.3,652.9,,
843.7,677.2,,
844.0,699.9,,
844.3,723.7,,
844.7,744.1,,
845.0,764.0,,
845.3,781.1,,
845.7,806.4,,
846.0,829.0,,
846.3,844.8,,
846.7,867.5,,
847.0,889.5,,
847.3,904.3,,
847.7,923.4,,
848.0,949.8,,
848.3,970.2,,
848.7,987.4,,
849.0,1007.6,,
849.3,1025.0,,
849.7,1046.5,,
850.0,1064.4,,
850.3,1087.2,,
850.7,1107.8,,
851.0,1125.7,,
851.3,1144.1,,
851.7,1164.8,,
852.0,1189.0,,
852.3,1213.9,,
852.7,1239.9,,
853.0,1261.2,,
853.3,1282.8,,
853.7,1304.1,,
854.0,1326.6,,
854.3,1352.4,,
854.7,1381.0,,
855.0,1404.1,,
855.3,1422.6,,
855.7,1446.0,,
856.0,1469.7,,
856.3,1497.3,,
856.7,1520.5,,
857.0,1545.3,,
857.3,1560.3,,
857.7,1580.5,,
858.0,1606.8,,
858.3,1629.8,,
858.7,1658.3,,
859.0,1685.4,,
859.3,1708.9,,
859.7,1725.4,,
860.0,1750.4,,
860.3,1777.0,,
860.7,1805.2,,
861.0,1828.9,,
861.3,1850.4,,
861.7,1869.1,,
862.0,1896.0,,
862.3,1926.0,,
862.7,1950.8,,
863.0,1979.6,,
863.3,2003.6,,
863.7,2023.7,,
864.0,2040.3,,
864.3,2064.5,,
864.7,2096.0,,
865.0,2119.8,,
865.3,2133.1,,
865.7,2150.0,,
866.0,2179.8,,
866.3,2195.9,,
866.7,2209.2,,
867.0,2236.7,,
867.3,2262.3,,
867.7,2266.0,,
868.0,2271.4,,
868.3,2303.9,,
868.7,2330.2,,
869.0,2343.0,,
869.3,2364.3,,
869.7,2388.7,,
870.0,2398.3,,
870.3,2402.8,,
870.7,2434.1,,
871.0,2462.4,,
871.3,2468.0,,
871.7,2482.9,,
872.0,2510.6,,
872.3,2519.9,,
872.7,2526.5,,
873.0,2562.6,,
873.3,2585.8,,
873.7,2583.1,,
874.0,2599.0,,
874.3,2622.7,,
874.7,2628.0,,
875.0,2641.6,,
875.3,2673.8,,
875.7,2686.7,,
876.0,2692.5,,
876.3,2710.6,,
876.7,2726.9,,
877.0,2743.4,,
877.3,2765.1,,
877.7,2775.6,,
878.0,2783.7,,
878.3,2795.7,,
878.7,2810.3,,
879.0,2826.3,,
879.3,2841.8,,
879.7,2851.9,,
880.0,2860.5,,
880.3,2867.2,,
880.7,2879.3,,
881.0,2893.8,,
881.3,2903.6,,
881.7,2913.6,,
882.0,2918.7,,
882.3,2925.9,,
882.7,2933.0,,
883.0,2949.3,,
883.3,2963.1,,
883.7,2966.4,,
884.0,2969.0,,
884.3,2976.7,,
884.7,2977.2,,
885.0,2985.3,,
885.3,2998.9,,
885.7,3006.1,,
886.0,3005.0,,
886.3,3008.2,,
886.7,3014.4,,
887.0,3017.7,,
887.3,3022.4,,
887.7,3026.3,,
888.0,3026.5,,
888.3,3027.5,,
888.7,3028.6,,
889.0,3030.1,,
889.3,3036.5,,
889.7,3040.8,,
890.0,3041.5,,
890.3,3040.3,,
890.7,3036.6,,
891.0,3034.2,,
891.3,3033.6,,
891.7,3034.7,,
892.0,3034.0,,
892.3,3030.1,,
892.7,3028.7,,
893.0,3028.9,,
893.3,3027.7,,
893.7,3030.3,,
894.0,3031.7,,
894.3,3025.8,,
894.7,3020.5,,
895.0,3016.2,,
895.3,3018.1,,
895.7,3018.2,,
896.0,3015.1,,
896.3,3010.0,,
896.7,3005.1,,
897.0,2997.7,,
897.3,2995.7,,
897.7,2992.0,,
898.0,2984.5,,
898.3,2975.1,,
898.7,2964.8,,
899.0,2955.7,,
899.3,2957.5,,
899.7,2953.4,,
900.0,2948.8,,
900.3,2942.9,,
900.7,2933.5,,
901.0,2924.6,,
901.3,2919.7,,
901.7,2916.5,,
902.0,2910.8,,
902.3,2898.2,,
902.7,2888.5,,
903.0,2879.6,,
903.3,2868.8,,
903.7,2866.3,,
904.0,2855.1,,
904.3,2839.8,,
904.7,2833.1,,
905.0,2821.3,,
905.3,2813.2,,
905.7,2810.5,,
906.0,2802.3,,
906.3,2797.2,,
906.7,2788.6,,
907.0,2777.3,,
907.3,2771.0,,
907.7,2762.8,,
908.0,2752.6,,
908.3,2746.8,,
908.7,2733.1,,
909.0,2721.7,,
909.3,2715.7,,
909.7,2703.9,,
910.0,2696.7,,
910.3,2687.5,,
910.7,2676.1,,
911.0,2659.1,,
911.3,2648.5,,
911.7,2639.5,,
912.0,2629.3,,
912.3,2615.8,,
912.7,2610.0,,
913.0,2597.5,,
913.3,2584.7,,
913.7,2580.4,,
914.0,2571.4,,
914.3,2562.7,,
914.7,2554.7,,
915.0,2544.2,,
915.3,2532.4,,
915.7,2527.6,,
916.0,2520.7,,
916.3,2510.4,,
916.7,2504.1,,
917.0,2494.1,,
917.3,2484.4,,
917.7,2475.8,,
918.0,2467.7,,
918.3,2459.5,,
918.7,2456.0,,
919.0,2446.0,,
919.3,2438.6,,
919.7,2428.8,,
920.0,2419.6,,
920.3,2412.5,,
920.7,2400.8,,
921.0,2389.1,,
921.3,2382.2,,
921.7,2373.6,,
922.0,2364.9,,
922.3,2360.0,,
922.7,2354.1,,
923.0,2349.6,,
923.3,2342.6,,
923.7,2335.3,,
924.0,2326.3,,
924.3,2316.0,,
924.7,2308.3,,
925.0,2306.0,,
925.3,2297.7,,
925.7,2290.6,,
926.0,2280.2,,
926.3,2267.9,,
926.7,2267.0,,
927.0,2262.8,,
927.3,2250.1,,
927.7,2240.8,,
928.0,2234.3,,
928.3,2223.0,,
928.7,2217.7,,
929.0,2212.7,,
929.3,2210.0,,
929.7,2205.9,,
930.0,2194.5,,
930.3,2186.9,,
930.7,2182.1,,
931.0,2180.2,,
931.3,2176.7,,
931.7,2165.5,,
932.0,2154.1,,
932.3,2147.6,,
932.7,2137.5,,
933.0,2136.0,,
933.3,2134.1,,
933.7,2122.0,,
934.0,2111.0,,
934.3,2101.0,,
934.7,2092.4,,
935.0,2090.4,,
935.3,2086.2,,
935.7,2079.4,,
936.0,2070.9,,
936.3,2061.8,,
936.7,2059.9,,
937.0,2058.6,,
937.3,2055.3,,
937.7,2051.6,,
938.0,2043.7,,
938.3,2029.3,,
938.7,2025.0,,
939.0,2027.1,,
939.3,2024.6,,
939.7,2021.9,,
940.0,2014.9,,
940.3,2007.7,,
940.7,1997.8,,
941.0,1998.9,,
941.3,1998.4,,
941.7,1992.7,,
942.0,1987.2,,
942.3,1981.9,,
942.7,1974.1,,
943.0,1971.8,,
943.3,1978.0,,
943.7,1978.2,,
944.0,1975.7,,
944.3,1966.6,,
944.7,1958.8,,
945.0,1962.3,,
945.3,1965.6,,
945.7,1966.3,,
946.0,1960.7,,
946.3,1956.8,,
946.7,1952.3,,
947.0,1952.5,,
947.3,1958.4,,
947.7,1961.7,,
948.0,1959.4,,
948.3,1950.8,,
948.7,1945.1,,
949.0,1945.5,,
949.3,1951.7,,
949.7,1954.9,,
950.0,1952.1,,
950.3,1949.5,,
950.7,1944.2,,
951.0,1949.1,,
951.3,1950.4,,
951.7,1955.3,,
952.0,1962.3,,
952.3,1958.8,,
952.7,1954.2,,
953.0,1956.8,,
953.3,1968.2,,
953.7,1973.7,,
954.0,1980.4,,
954.3,1977.4,,
954.7,1971.9,,
955.0,1970.5,,
955.3,1975.7,,
955.7,1980.4,,
956.0,1985.7,,
956.3,1989.5,,
956.7,1981.2,,
957.0,1984.1,,
957.3,1991.9,,
957.7,2002.9,,
958.0,2009.2,,
958.3,2009.6,,
958.7,2008.2,,
959.0,2003.3,,
959.3,2010.4,,
959.7,2022.3,,
960.0,2033.6,,
960.3,2036.3,,
960.7,2036.8,,
961.0,2037.7,,
961.3,2044.0,,
961.7,2054.2,,
962.0,2063.9,,
962.3,2066.2,,
962.7,2067.3,,
963.0,2066.0,,
963.3,2074.1,,
963.7,2084.2,,
964.0,2098.6,,
964.3,2106.5,,
964.7,2105.2,,
965.0,2104.8,,
965.3,2107.6,,
965.7,2117.1,,
966.0,2128.4,,
966.3,2137.9,,
966.7,2137.3,,
967.0,2137.6,,
967.3,2142.8,,
967.7,2155.8,,
968.0,2164.7,,
968.3,2173.3,,
968.7,2173.2,,
969.0,2171.6,,
969.3,2178.3,,
969.7,2188.1,,
970.0,2201.2,,
970.3,2210.3,,
970.7,2215.9,,
971.0,2215.5,,
971.3,2221.6,,
971.7,2232.4,,
972.0,2242.3,,
972.3,2249.8,,
972.7,2255.0,,
973.0,2250.4,,
973.3,2249.1,,
973.7,2259.5,,
974.0,2270.7,,
974.3,2281.2,,
974.7,2286.1,,
975.0,2284.6,,
975.3,2284.8,,
975.7,2298.9,,
976.0,2309.0,,
976.3,2308.4,,
976.7,2310.5,,
977.0,2326.5,,
977.3,2326.1,,
977.7,2320.5,,
978.0,2337.1,,
978.3,2360.3,,
978.7,2358.5,,
979.0,2363.7,,
979.3,2387.0,,
979.7,2391.7,,
980.0,2388.9,,
980.3,2406.3,,
980.7,2420.9,,
981.0,2409.7,,
981.3,2408.8,,
981.7,2421.7,,
982.0,2424.7,,
982.3,2425.6,,
982.7,2435.4,,
983.0,2435.7,,
983.3,2433.5,,
983.7,2442.1,,
984.0,2448.5,,
984.3,2455.3,,
984.7,2467.0,,
985.0,2464.6,,
985.3,2461.4,,
985.7,2468.5,,
986.0,2473.7,,
986.3,2477.4,,
986.7,2483.5,,
987.0,2485.8,,
987.3,2483.2,,
987.7,2489.7,,
988.0,2496.2,,
988.3,2505.1,,
988.7,2508.8,,
989.0,2511.5,,
989.3,2511.0,,
989.7,2511.5,,
990.0,2513.7,,
990.3,2518.8,,
990.7,2523.2,,
991.0,2519.2,,
991.3,2519.9,,
991.7,2519.5,,
992.0,2526.8,,
992.3,2531.7,,
992.7,2539.1,,
993.0,2537.4,,
993.3,2539.3,,
993.7,2540.4,,
994.0,2545.6,,
994.3,2549.3,,
994.7,2559.0,,
995.0,2558.4,,
995.3,2558.4,,
995.7,2560.6,,
996.0,2563.1,,
996.3,2563.5,,
996.7,2567.0,,
997.0,2566.1,,
997.3,2563.7,,
997.7,2563.8,,
998.0,2562.1,,
998.3,2561.8,,
998.7,2566.3,,
999.0,2569.1,,
999.3,2562.5,,
999.7,2562.0,,
1000.0,2565.6,,
1000.3,2569.9,,
1000.7,2570.4,,
1001.0,2571.9,,
1001.3,2569.3,,
1001.7,2566.4,,
1002.0,2564.7,,
1002.3,2564.4,,
1002.7,2563.6,,
1003.0,2561.1,,
1003.3,2555.4,,
1003.7,2552.7,,
1004.0,2547.4,,
1004.3,2546.6,,
1004.7,2543.3,,
1005.0,2539.3,,
1005.3,2534.2,,
1005.7,2529.0,,
1006.0,2528.9,,
1006.3,2524.1,,
1006.7,2525.1,,
1007.0,2523.6,,
1007.3,2521.2,,
1007.7,2517.1,,
1008.0,2515.0,,
1008.3,2510.3,,
1008.7,2509.6,,
1009.0,2504.1,,
1009.3,2500.3,,
1009.7,2498.0,,
1010.0,2492.4,,
1010.3,2486.0,,
1010.7,2481.8,,
1011.0,2484.0,,
1011.3,2477.0,,
1011.7,2468.9,,
1012.0,2465.6,,
1012.3,2456.5,,
1012.7,2446.9,,
1013.0,2440.4,,
1013.3,2435.7,,
1013.7,2424.7,,
1014.0,2421.6,,
1014.3,2412.7,,
1014.7,2403.0,,
1015.0,2398.1,,
1015.3,2390.9,,
1015.7,2380.9,,
1016.0,2373.9,,
1016.3,2368.9,,
1016.7,2356.9,,
1017.0,2345.4,,
1017.3,2335.1,,
1017.7,2327.7,,
1018.0,2314.3,,
1018.3,2303.8,,
1018.7,2294.8,,
1019.0,2284.7,,
1019.3,2268.4,,
1019.7,2257.5,,
1020.0,2250.2,,
1020.3,2235.0,,
1020.7,2221.7,,
1021.0,2213.1,,
1021.3,2197.8,,
1021.7,2184.7,,
1022.0,2178.1,,
1022.3,2165.9,,
1022.7,2147.5,,
1023.0,2132.6,,
1023.3,2115.1,,
1023.7,2097.1,,
1024.0,2085.1,,
1024.3,2072.2,,
1024.7,2055.2,,
1025.0,2039.1,,
1025.3,2020.9,,
1025.7,2002.3,,
1026.0,1990.2,,
1026.3,1978.3,,
1026.7,1957.6,,
1027.0,1938.8,,
1027.3,1922.5,,
1027.7,1903.1,,
1028.0,1889.5,,
1028.3,1874.6,,
1028.7,1856.4,,
1029.0,1838.5,,
1029.3,1819.8,,
1029.7,1803.0,,
1030.0,1788.7,,
1030.3,1775.8,,
1030.7,1761.2,,
1031.0,1743.1,,
1031.3,1723.7,,
1031.7,1706.7,,
1032.0,1692.4,,
1032.3,1677.2,,
1032.7,1662.0,,
1033.0,1641.9,,
1033.3,1621.9,,
1033.7,1604.5,,
1034.0,1592.7,,
1034.3,1584.0,,
1034.7,1571.0,,
1035.0,1551.9,,
1035.3,1528.8,,
1035.7,1509.4,,
1036.0,1495.3,,
1036.3,1483.3,,
1036.7,1467.3,,
1037.0,1452.3,,
1037.3,1433.6,,
1037.7,1412.2,,
1038.0,1401.6,,
1038.3,1392.0,,
1038.7,1379.4,,
1039.0,1359.6,,
1039.3,1339.2,,
1039.7,1315.3,,
1040.0,1296.5,,
1040.3,1282.9,,
1040.7,1269.2,,
1041.0,1248.5,,
1041.3,1223.1,,
1041.7,1201.6,,
1042.0,1177.7,,
1042.3,1162.7,,
1042.7,1145.3,,
1043.0,1124.3,,
1043.3,1098.9,,
1043.7,1077.8,,
1044.0,1054.3,,
1044.3,1026.6,,
1044.7,1010.6,,
1045.0,991.9,,
1045.3,961.7,,
1045.7,929.1,,
1046.0,907.3,,
1046.3,881.9,,
1046.7,855.7,,
1047.0,841.1,,
1047.3,816.3,,
1047.7,783.6,,
1048.0,759.0,,
1048.3,746.9,,
1048.7,738.1,,
1049.0,732.5,,
1049.3,725.7,,
1049.7,711.9,,
1050.0,702.8,,
1050.3,697.2,,
1050.7,694.0,,
1051.0,684.3,,
1051.3,667.6,,
1051.7,644.4,,
1052.0,620.3,,
1052.3,600.0,,
1052.7,585.0,,
1053.0,563.5,,
1053.3,540.8,,
1053.7,517.6,,
1054.0,487.7,,
1054.3,470.9,,
1054.7,463.0,,
1055.0,450.6,,
1055.3,439.8,,
1055.7,425.0,,
1056.0,407.0,,
1056.3,393.0,,
1056.7,384.2,,
1057.0,373.1,,
1057.3,353.0,,
1057.7,323.2,,
1058.0,287.7,,
1058.3,258.6,,
1058.7,236.5,,
1059.0,216.5,,
1059.3,196.6,,
1059.7,171.9,,
1060.0,149.7,,
1060.3,124.7,,
1060.7,112.4,,
1061.0,106.9,,
1061.3,92.6,,
1061.7,80.0,,
1062.0,62.6,,
1062.3,46.7,,
1062.7,33.3,,
1063.0,25.2,,
1063.3,15.4,,
1063.7,5.5,,
1064.0,-11.6,,
1064.3,-24.9,,
1064.7,-31.5,,
1065.0,-41.6,,
1065.3,-46.6,,
1065.7,-58.8,,
1066.0,-78.5,,
1066.3,-97.9,,
1066.7,-109.0,,
1067.0,-116.7,,
1067.3,-130.8,,
1067.7,-142.8,,
1068.0,-159.5,,
1068.3,-178.1,,
1068.7,-193.8,,
1069.0,-203.0,,
1069.3,-218.5,,
1069.7,-235.9,,
1070.0,-256.8,,
1070.3,-278.9,,
1070.7,-292.1,,
1071.0,-305.5,,
1071.3,-317.0,,
1071.7,-332.9,,
1072.0,-352.4,,
1072.3,-373.5,,
1072.7,-391.8,,
1073.0,-405.0,,
1073.3,-421.1,,
1073.7,-441.2,,
1074.0,-460.0,,
1074.3,-480.3,,
1074.7,-501.1,,
1075.0,-513.9,,
1075.3,-529.5,,
1075.7,-543.7,,
1076.0,-564.6,,
1076.3,-589.8,,
1076.7,-608.8,,
1077.0,-624.7,,
1077.3,-638.0,,
1077.7,-651.3,,
1078.0,-670.9,,
1078.3,-690.8,,
1078.7,-705.3,,
1079.0,-715.6,,
1079.3,-726.9,,
1079.7,-740.4,,
1080.0,-758.8,,
1080.3,-781.8,,
1080.7,-799.8,,
1081.0,-815.7,,
1081.3,-830.6,,
1081.7,-846.5,,
1082.0,-865.5,,
1082.3,-889.4,,
1082.7,-909.3,,
1083.0,-923.1,,
1083.3,-935.7,,
1083.7,-951.1,,
1084.0,-963.1,,
1084.3,-986.0,,
1084.7,-1009.9,,
1085.0,-1025.7,,
1085.3,-1038.8,,
1085.7,-1053.6,,
1086.0,-1070.6,,
1086.3,-1091.3,,
1086.7,-1114.5,,
1087.0,-1128.5,,
1087.3,-1144.9,,
1087.7,-1156.4,,
1088.0,-1174.4,,
1088.3,-1193.7,,
1088.7,-1217.2,,
1089.0,-1237.8,,
1089.3,-1255.7,,
1089.7,-1267.6,,
1090.0,-1288.4,,
1090.3,-1308.7,,
1090.7,-1330.4,,
1091.0,-1343.6,,
1091.3,-1358.6,,
1091.7,-1375.7,,
1092.0,-1381.8,,
1092.3,-1403.7,,
1092.7,-1426.8,,
1093.0,-1437.5,,
1093.3,-1450.5,,
1093.7,-1470.5,,
1094.0,-1480.8,,
1094.3,-1498.5,,
1094.7,-1519.4,,
1095.0,-1540.8,,
1095.3,-1554.9,,
1095.7,-1563.3,,
1096.0,-1574.1,,
1096.3,-1587.7,,
1096.7,-1607.4,,
1097.0,-1623.1,,
1097.3,-1633.2,,
1097.7,-1645.8,,
1098.0,-1656.6,,
1098.3,-1667.0,,
1098.7,-1683.5,,
1099.0,-1695.8,,
1099.3,-1706.3,,
1099.7,-1713.1,,
1100.0,-1714.6,,
1100.3,-1727.1,,
1100.7,-1740.0,,
1101.0,-1748.6,,
1101.3,-1756.9,,
1101.7,-1765.9,,
1102.0,-1767.3,,
1102.3,-1776.6,,
1102.7,-1788.2,,
1103.0,-1800.3,,
1103.3,-1809.0,,
1103.7,-1814.9,,
1104.0,-1819.7,,
1104.3,-1827.9,,
1104.7,-1837.7,,
1105.0,-1842.9,,
1105.3,-1846.0,,
1105.7,-1850.8,,
1106.0,-1848.8,,
1106.3,-1854.3,,
1106.7,-1857.0,,
1107.0,-1861.1,,
1107.3,-1865.2,,
1107.7,-1864.1,,
1108.0,-1854.9,,
1108.3,-1855.0,,
1108.7,-1854.3,,
1109.0,-1851.5,,
1109.3,-1849.7,,
1109.7,-1849.7,,
1110.0,-1849.3,,
1110.3,-1845.8,,
1110.7,-1845.9,,
1111.0,-1846.1,,
1111.3,-1842.6,,
1111.7,-1838.9,,
1112.0,-1835.9,,
1112.3,-1831.7,,
1112.7,-1830.4,,
1113.0,-1830.8,,
1113.3,-1827.0,,
1113.7,-1827.7,,
1114.0,-1826.6,,
1114.3,-1819.8,,
1114.7,-1816.6,,
1115.0,-1813.3,,
1115.3,-1812.1,,
1115.7,-1806.3,,
1116.0,-1797.9,,
1116.3,-1794.5,,
1116.7,-1792.2,,
1117.0,-1784.1,,
1117.3,-1780.2,,
1117.7,-1775.0,,
1118.0,-1763.4,,
1118.3,-1755.4,,
1118.7,-1749.9,,
1119.0,-1742.2,,
1119.3,-1735.8,,
1119.7,-1732.6,,
1120.0,-1723.7,,
1120.3,-1713.1,,
1120.7,-1708.8,,
1121.0,-1703.5,,
1121.3,-1695.9,,
1121.7,-1689.2,,
1122.0,-1683.7,,
1122.3,-1673.3,,
1122.7,-1666.9,,
1123.0,-1666.0,,
1123.3,-1661.0,,
1123.7,-1656.3,,
1124.0,-1649.6,,
1124.3,-1641.3,,
1124.7,-1630.1,,
1125.0,-1626.3,,
1125.3,-1616.6,,
1125.7,-1605.9,,
1126.0,-1599.0,,
1126.3,-1588.7,,
1126.7,-1568.3,,
1127.0,-1547.1,,
1127.3,-1514.0,,
1127.7,-1473.1,,
1128.0,-1427.2,,
1128.3,-1384.7,,
1128.7,-1344.4,,
1129.0,-1304.5,,
1129.3,-1275.5,,
1129.7,-1258.6,,
1130.0,-1243.4,,
1130.3,-1227.0,,
1130.7,-1224.8,,
1131.0,-1226.2,,
1131.3,-1220.0,,
1131.7,-1214.2,,
1132.0,-1215.6,,
1132.3,-1210.2,,
1132.7,-1199.3,,
1133.0,-1190.3,,
1133.3,-1181.0,,
1133.7,-1162.2,,
1134.0,-1140.6,,
1134.3,-1123.0,,
1134.7,-1112.4,,
1135.0,-1103.9,,
1135.3,-1105.2,,
1135.7,-1110.6,,
1136.0,-1122.6,,
1136.3,-1131.3,,
1136.7,-1142.4,,
1137.0,-1159.6,,
1137.3,-1170.6,,
1137.7,-1178.5,,
1138.0,-1189.3,,
1138.3,-1196.8,,
1138.7,-1198.9,,
1139.0,-1202.0,,
1139.3,-1204.7,,
1139.7,-1202.7,,
1140.0,-1200.1,,
1140.3,-1195.7,,
1140.7,-1193.8,,
1141.0,-1195.7,,
1141.3,-1195.1,,
1141.7,-1193.1,,
1142.0,-1189.5,,
1142.3,-1187.7,,
1142.7,-1184.6,,
1143.0,-1182.8,,
1143.3,-1183.6,,
1143.7,-1180.1,,
1144.0,-1177.9,,
1144.3,-1175.8,,
1144.7,-1171.3,,
1145.0,-1169.7,,
1145.3,-1166.0,,
1145.7,-1164.6,,
1146.0,-1163.7,,
1146.3,-1159.9,,
1146.7,-1156.8,,
1147.0,-1157.6,,
1147.3,-1157.2,,
1147.7,-1156.7,,
1148.0,-1156.3,,
1148.3,-1155.5,,
1148.7,-1152.5,,
1149.0,-1151.8,,
1149.3,-1153.2,,
1149.7,-1150.5,,
1150.0,-1149.2,,
1150.3,-1146.6,,
1150.7,-1143.9,,
1151.0,-1140.8,,
1151.3,-1147.2,,
1151.7,-1144.3,,
1152.0,-1142.6,,
1152.3,-1144.1,,
1152.7,-1144.6,,
1153.0,-1145.3,,
1153.3,-1151.9,,
1153.7,-1149.3,,
1154.0,-1148.6,,
1154.3,-1151.8,,
1154.7,-1151.2,,
1155.0,-1149.9,,
1155.3,-1145.4,,
1155.7,-1145.4,,
1156.0,-1143.0,,
1156.3,-1138.5,,
1156.7,-1137.8,,
1157.0,-1138.4,,
1157.3,-1130.2,,
1157.7,-1127.4,,
1158.0,-1129.3,,
1158.3,-1129.9,,
1158.7,-1127.5,,
1159.0,-1124.1,,
1159.3,-1123.9,,
1159.7,-1121.0,,
1160.0,-1119.3,,
1160.3,-1122.2,,
1160.7,-1121.0,,
1161.0,-1118.5,,
1161.3,-1114.5,,
1161.7,-1108.4,,
1162.0,-1106.2,,
1162.3,-1107.4,,
1162.7,-1103.3,,
1163.0,-1105.2,,
1163.3,-1106.9,,
1163.7,-1109.7,,
1164.0,-1109.1,,
1164.3,-1110.8,,
1164.7,-1111.7,,
1165.0,-1112.3,,
1165.3,-1115.8,,
1165.7,-1117.8,,
1166.0,-1115.1,,
1166.3,-1115.2,,
1166.7,-1119.3,,
1167.0,-1119.9,,
1167.3,-1124.1,,
1167.7,-1125.3,,
1168.0,-1125.8,,
1168.3,-1126.9,,
1168.7,-1132.2,,
1169.0,-1137.7,,
1169.3,-1140.1,,
1169.7,-1141.9,,
1170.0,-1143.1,,
1170.3,-1144.4,,
1170.7,-1146.5,,
1171.0,-1149.6,,
1171.3,-1149.0,,
1171.7,-1153.2,,
1172.0,-1154.5,,
1172.3,-1152.5,,
1172.7,-1151.9,,
1173.0,-1149.8,,
1173.3,-1152.1,,
1173.7,-1148.9,,
1174.0,-1146.0,,
1174.3,-1143.6,,
1174.7,-1145.7,,
1175.0,-1140.9,,
1175.3,-1142.0,,
1175.7,-1140.1,,
1176.0,-1136.8,,
1176.3,-1134.7,,
1176.7,-1133.2,,
1177.0,-1125.0,,
1177.3,-1121.6,,
1177.7,-1125.1,,
1178.0,-1123.3,,
1178.3,-1119.3,,
1178.7,-1118.8,,
1179.0,-1114.9,,
1179.3,-1114.7,,
1179.7,-1118.1,,
1180.0,-1116.5,,
1180.3,-1110.4,,
1180.7,-1107.0,,
1181.0,-1103.8,,
1181.3,-1102.2,,
1181.7,-1102.9,,
1182.0,-1100.1,,
1182.3,-1096.0,,
1182.7,-1093.2,,
1183.0,-1091.9,,
1183.3,-1094.0,,
1183.7,-1090.7,,
1184.0,-1089.7,,
1184.3,-1089.8,,
1184.7,-1089.2,,
1185.0,-1084.0,,
1185.3,-1084.3,,
1185.7,-1086.7,,
1186.0,-1086.7,,
1186.3,-1084.0,,
1186.7,-1080.9,,
1187.0,-1076.9,,
1187.3,-1075.5,,
1187.7,-1076.4,,
1188.0,-1074.9,,
1188.3,-1078.3,,
1188.7,-1076.2,,
1189.0,-1070.6,,
1189.3,-1068.3,,
1189.7,-1066.6,,
1190.0,-1065.3,,
1190.3,-1062.3,,
1190.7,-1063.3,,
1191.0,-1061.6,,
1191.3,-1060.3,,
1191.7,-1063.1,,
1192.0,-1063.4,,
1192.3,-1057.0,,
1192.7,-1052.7,,
1193.0,-1047.2,,
1193.3,-1042.1,,
1193.7,-1043.0,,
1194.0,-1044.9,,
1194.3,-1044.0,,
1194.7,-1038.9,,
1195.0,-1036.1,,
1195.3,-1035.5,,
1195.7,-1033.4,,
1196.0,-1031.4,,
1196.3,-1029.6,,
1196.7,-1025.3,,
1197.0,-1021.5,,
1197.3,-1018.1,,
1197.7,-1012.3,,
1198.0,-1010.9,,
1198.3,-1009.9,,
1198.7,-1003.6,,
1199.0,-1002.0,,
1199.3,-999.2,,
1199.7,-997.3,,
1200.0,-996.7,,
1200.3,-996.4,,
1200.7,-998.7,,
1201.0,-998.4,,
1201.3,-996.8,,
1201.7,-995.4,,
1202.0,-995.4,,
1202.3,-993.2,,
1202.7,-991.2,,
1203.0,-986.4,,
1203.3,-980.2,,
1203.7,-975.3,,
1204.0,-973.9,,
1204.3,-970.2,,
1204.7,-968.2,,
1205.0,-964.2,,
1205.3,-958.5,,
1205.7,-952.8,,
1206.0,-954.8,,
1206.3,-949.7,,
1206.7,-944.5,,
1207.0,-941.9,,
1207.3,-936.8,,
1207.7,-934.6,,
1208.0,-935.3,,
1208.3,-933.4,,
1208.7,-924.8,,
1209.0,-920.1,,
1209.3,-911.2,,
1209.7,-906.5,,
1210.0,-901.2,,
1210.3,-899.7,,
1210.7,-894.8,,
1211.0,-888.2,,
1211.3,-885.3,,
1211.7,-882.8,,
1212.0,-884.3,,
1212.3,-882.6,,
1212.7,-875.0,,
1213.0,-873.2,,
